,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,cross_street_name,date,latitude,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2
16955,,Driver Inattention/Distraction,Unspecified,,2016-10-19,,,1,0,0,0,,BROADWAY                        ,13.166666666666666,3543006,SPORT UTILITY / STATION WAGON,BICYCLE
16956,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2016-10-15,,,1,0,0,0,,OCEAN AVENUE                    ,15.166666666666666,3543035,PASSENGER VEHICLE,BICYCLE
16957,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2016-10-05,40.8608597,-73.9288208,1,0,0,0,WEST 196 STREET,ELLWOOD STREET                  ,21.166666666666668,3543040,BICYCLE,BICYCLE
16958,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,2016-10-19,40.6116143,-73.974583,1,0,0,0,DAHILL ROAD,63 STREET                       ,9.166666666666666,3543046,PASSENGER VEHICLE,BICYCLE
16959,QUEENS,Driver Inattention/Distraction,Passing or Lane Usage Improper,,2016-10-18,40.7561085,-73.90070290000001,2,0,0,0,62 STREET,32 AVENUE                       ,16.166666666666668,3543085,SPORT UTILITY / STATION WAGON,BICYCLE
16960,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2016-10-15,40.7591044,-73.9921418,1,0,0,0,9 AVENUE,WEST 43 STREET                  ,23.166666666666668,3543105,PASSENGER VEHICLE,BICYCLE
16961,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,2016-10-19,40.7180039,-73.986584,1,0,0,0,SUFFOLK STREET,DELANCEY STREET                 ,2.1666666666666665,3543115,TAXI,BICYCLE
16962,,Driver Inexperience,,101       EAST DRIVE                    ,2016-10-18,,,1,0,0,0,,,11.166666666666666,3543116,BICYCLE,
16963,BROOKLYN,Unspecified,,,2016-10-18,40.608746000000004,-74.0034863,1,0,0,0,85 STREET,BAY 16 STREET                   ,14.166666666666666,3543117,BICYCLE,
16964,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,2016-10-17,40.744099,-73.99564409999999,1,0,0,0,7 AVENUE,WEST 23 STREET                  ,16.166666666666668,3543128,PASSENGER VEHICLE,BICYCLE
16965,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2016-10-15,40.7416672,-74.0011295,1,0,0,0,8 AVENUE,WEST 17 STREET                  ,20.166666666666668,3543129,PASSENGER VEHICLE,BICYCLE
16966,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,2016-10-18,40.754688200000004,-73.99535470000001,1,0,0,0,9 AVENUE,WEST 36 STREET                  ,14.166666666666666,3543138,PASSENGER VEHICLE,BICYCLE
16967,STATEN ISLAND,Driver Inattention/Distraction,Unspecified,,2016-10-13,40.644811,-74.0959676,1,0,0,0,LAFAYETTE AVENUE,RICHMOND TERRACE                ,8.166666666666666,3543173,PASSENGER VEHICLE,BICYCLE
16968,,Turning Improperly,Following Too Closely,65        EAST DRIVE                    ,2016-10-14,,,1,0,0,0,,,12.166666666666666,3543195,BICYCLE,
16969,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,2016-10-19,40.6769455,-73.9918703,1,0,0,0,3 STREET,BOND STREET                     ,13.166666666666666,3543229,BICYCLE,
16970,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2016-10-18,40.673631799999995,-73.95399990000001,1,0,0,0,PARK PLACE,BEDFORD AVENUE                  ,9.166666666666666,3543355,PASSENGER VEHICLE,BICYCLE
16971,BROOKLYN,,,,2016-10-19,40.723771899999996,-73.95079040000002,1,0,0,0,NASSAU AVENUE,MANHATTAN AVENUE                ,16.166666666666668,3543372,TAXI,BICYCLE
16972,BROOKLYN,Driver Inexperience,Unspecified,196       KENT AVENUE                   ,2016-10-19,40.7182104,-73.9639978,1,0,0,0,,,21.166666666666668,3543377,PASSENGER VEHICLE,BICYCLE
16973,MANHATTAN,Aggressive Driving/Road Rage,Unspecified,,2016-10-16,40.7502939,-73.9948425,1,0,0,0,WEST 31 STREET,8 AVENUE                        ,0.16666666666666666,3543504,PASSENGER VEHICLE,BICYCLE
16974,BROOKLYN,Unspecified,Unspecified,,2016-10-19,40.6768941,-73.9000457,1,0,0,0,BROADWAY,EAST NEW YORK AVENUE            ,16.166666666666668,3543505,PASSENGER VEHICLE,BICYCLE
16975,,Unspecified,Unspecified,,2016-10-19,,,1,0,0,0,,YORK AVENUE                     ,20.166666666666668,3543593,TAXI,BICYCLE
16976,QUEENS,Failure to Yield Right-of-Way,Unspecified,,2016-10-18,40.7005823,-73.80774179999999,1,0,0,0,ARCHER AVENUE,SUTPHIN BOULEVARD               ,13.166666666666666,3543603,SPORT UTILITY / STATION WAGON,BICYCLE
16977,BROOKLYN,Unspecified,Unspecified,,2016-10-13,40.6113133,-73.95166929999999,1,0,0,0,EAST 22 STREET,KINGS HIGHWAY                   ,19.166666666666668,3543648,PASSENGER VEHICLE,BICYCLE
16978,MANHATTAN,Turning Improperly,Unspecified,,2016-10-19,40.7471458,-74.00084809999998,1,0,0,0,WEST 24 STREET,9 AVENUE                        ,21.166666666666668,3543766,PASSENGER VEHICLE,BICYCLE
16979,BROOKLYN,Traffic Control Disregarded,Unspecified,,2016-10-20,40.691543599999996,-73.9684944,1,0,0,0,WILLOUGHBY AVENUE,CLINTON AVENUE                  ,9.166666666666666,3543808,PASSENGER VEHICLE,BICYCLE
16980,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2016-10-20,,,1,0,0,0,,SNEDIKER AVENUE                 ,10.166666666666666,3543827,SPORT UTILITY / STATION WAGON,BICYCLE
16981,BRONX,Following Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2016-07-27,40.8313358,-73.9216614,1,0,0,0,WALTON AVENUE,EAST 165 STREET                 ,16.116666666666667,3543849,BICYCLE,
16982,BROOKLYN,Unspecified,Unspecified,,2016-09-23,40.6761899,-73.90808990000001,1,0,0,0,EASTERN PARKWAY,ATLANTIC AVENUE                 ,0.15,3543878,PASSENGER VEHICLE,BICYCLE
16983,MANHATTAN,View Obstructed/Limited,Passing or Lane Usage Improper,,2016-10-19,40.7475349,-73.9883068,1,0,0,0,BROADWAY,WEST 31 STREET                  ,13.166666666666666,3543915,TAXI,BICYCLE
16984,MANHATTAN,Following Too Closely,,,2016-10-20,40.7171751,-74.0128675,1,0,0,0,WEST STREET,CHAMBERS STREET                 ,9.166666666666666,3543932,PASSENGER VEHICLE,BICYCLE
16985,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2016-10-19,40.7092049,-73.99606120000001,1,0,0,0,CATHERINE SLIP,SOUTH STREET                    ,12.166666666666666,3544048,PASSENGER VEHICLE,BICYCLE
16986,QUEENS,Unspecified,Unspecified,,2016-10-20,40.6858375,-73.8268476,1,0,0,0,116 STREET,LIBERTY AVENUE                  ,18.166666666666668,3544098,SPORT UTILITY / STATION WAGON,BICYCLE
16987,,Failure to Yield Right-of-Way,Unspecified,,2016-10-20,,,1,0,0,0,EAST 37 STREET,MIDTOWN TUNNEL                  ,10.166666666666666,3544116,TAXI,BICYCLE
16988,,Unsafe Speed,,,2016-10-20,,,1,0,0,0,41 AVENUE,104 STREET                      ,20.166666666666668,3544126,BICYCLE,
16989,BROOKLYN,Traffic Control Disregarded,Unspecified,,2016-10-19,40.5972624,-73.9510061,1,0,0,0,AVENUE V,OCEAN AVENUE                    ,20.166666666666668,3544199,PASSENGER VEHICLE,BICYCLE
16990,QUEENS,Driver Inattention/Distraction,Unspecified,,2016-10-20,40.727789,-73.8954991,1,0,0,0,HULL AVENUE,69 STREET                       ,17.166666666666668,3544229,SPORT UTILITY / STATION WAGON,BICYCLE
16991,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2016-10-20,40.7192284,-73.9628969,1,0,0,0,KENT AVENUE,NORTH 5 STREET                  ,11.166666666666666,3544231,PASSENGER VEHICLE,BICYCLE
16992,BROOKLYN,Driver Inattention/Distraction,Following Too Closely,219       BEDFORD AVENUE                ,2016-10-20,40.7165729,-73.9590638,1,0,0,0,,,13.166666666666666,3544238,PASSENGER VEHICLE,BICYCLE
16993,,Driver Inattention/Distraction,Driver Inattention/Distraction,101       EAST DRIVE                    ,2016-10-19,,,2,0,0,0,,,13.166666666666666,3544276,BICYCLE,BICYCLE
16994,,Pavement Slippery,,101       EAST DRIVE                    ,2016-10-21,,,1,0,0,0,,,8.166666666666666,3544277,BICYCLE,
16995,BROOKLYN,Traffic Control Disregarded,Traffic Control Disregarded,,2016-10-20,40.6955559,-73.9345617,1,0,0,0,STUYVESANT AVENUE,WILLOUGHBY AVENUE               ,10.166666666666666,3544318,SPORT UTILITY / STATION WAGON,BICYCLE
16996,,Driver Inattention/Distraction,Driver Inattention/Distraction,,2016-10-20,,,1,0,0,0,,FLATBUSH AVENUE EXTENSION       ,19.166666666666668,3544435,SPORT UTILITY / STATION WAGON,BICYCLE
16997,QUEENS,Unspecified,Unspecified,,2016-10-21,40.6980217,-73.7622947,1,0,0,0,FARMERS BOULEVARD,MURDOCK AVENUE                  ,16.166666666666668,3544438,PASSENGER VEHICLE,BICYCLE
16998,QUEENS,Driver Inattention/Distraction,Unspecified,,2016-10-21,40.7556569,-73.8844393,1,0,0,0,83 STREET,NORTHERN BOULEVARD              ,4.166666666666667,3544443,SPORT UTILITY / STATION WAGON,BICYCLE
16999,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,2014-06-19,40.6813619,-73.7972693,1,0,0,0,145 STREET                      ,116 AVENUE                      ,10.916666666666666,354447,PASSENGER VEHICLE,BICYCLE
17000,,Backing Unsafely,Unspecified,,2016-10-20,,,1,0,0,0,,5 AVENUE                        ,13.166666666666666,3544501,SPORT UTILITY / STATION WAGON,BICYCLE
17001,MANHATTAN,Reaction to Other Uninvolved Vehicle,,,2016-10-05,40.8088424,-73.9658127,1,0,0,0,WEST 116 STREET,RIVERSIDE DRIVE                 ,17.166666666666668,3544546,BICYCLE,
17002,QUEENS,Unspecified,Unspecified,,2014-06-19,40.6889963,-73.7858047,1,0,0,0,LINDEN BOULEVARD                ,GUY R BREWER BOULEVARD          ,19.75,354455,PASSENGER VEHICLE,BICYCLE
17003,,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2016-10-07,,,2,0,0,0,WESTCHESTER AVENUE,WHITE PLAINS ROAD               ,16.166666666666668,3544558,SPORT UTILITY / STATION WAGON,BICYCLE
17004,QUEENS,Unspecified,Unspecified,,2014-06-18,40.7642393,-73.9370031,1,0,0,0,34 AVENUE                       ,12 STREET                       ,21.75,354458,SMALL COM VEH(4 TIRES) ,BICYCLE
17005,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2016-10-20,40.84424620000001,-73.9337142,1,0,0,0,AMSTERDAM AVENUE,WEST 175 STREET                 ,19.166666666666668,3544585,PASSENGER VEHICLE,BICYCLE
17006,MANHATTAN,Unspecified,Unspecified,,2013-07-11,40.7555046,-73.9680671,1,0,0,0,EAST 51 STREET                  ,2 AVENUE                        ,14.0,35446,SPORT UTILITY / STATION WAGON,BICYCLE
17007,QUEENS,Traffic Control Disregarded,Unspecified,,2016-10-12,40.7546805,-73.8937353,1,0,0,0,73 STREET,NORTHERN BOULEVARD              ,21.166666666666668,3544785,SPORT UTILITY / STATION WAGON,BICYCLE
17008,QUEENS,Driver Inattention/Distraction,Traffic Control Disregarded,,2016-10-22,40.6889963,-73.7858047,1,0,0,0,BREWER BOULEVARD,LINDEN BOULEVARD                ,1.1666666666666667,3544786,SPORT UTILITY / STATION WAGON,BICYCLE
17009,,Driver Inattention/Distraction,Driver Inattention/Distraction,,2016-10-22,,,1,0,0,0,,MCCLELLAN STREET                ,15.166666666666666,3544813,SPORT UTILITY / STATION WAGON,BICYCLE
17010,,Driver Inattention/Distraction,Unspecified,,2016-10-22,,,1,0,0,0,,CENTRAL AVENUE                  ,19.166666666666668,3544887,BICYCLE,
17011,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,2016-10-21,,,1,0,0,0,,25 STREET                       ,17.166666666666668,3544892,BICYCLE,
17012,MANHATTAN,Other Vehicular,Other Vehicular,,2016-10-22,40.7573816,-73.9667018,1,0,0,0,EAST 54 STREET,2 AVENUE                        ,15.166666666666666,3544926,PASSENGER VEHICLE,BICYCLE
17013,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2016-10-22,,,2,0,0,0,BUSHWICK AVENUE,WOODBINE STREET                 ,1.1666666666666667,3545023,SPORT UTILITY / STATION WAGON,BICYCLE
17014,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,230       PARK AVENUE SOUTH             ,2016-10-21,40.7378817,-73.9887487,1,0,0,0,,,7.166666666666667,3545105,SPORT UTILITY / STATION WAGON,BICYCLE
17015,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,2016-10-20,40.736019899999995,-73.9822683,1,0,0,0,2 AVENUE,EAST 20 STREET                  ,22.166666666666668,3545108,SPORT UTILITY / STATION WAGON,BICYCLE
17016,BROOKLYN,Unspecified,Unspecified,,2016-10-20,40.6980036,-73.974788,1,0,0,0,CUMBERLAND STREET,FLUSHING AVENUE                 ,9.166666666666666,3545169,PASSENGER VEHICLE,BICYCLE
17017,BROOKLYN,Unspecified,Unspecified,,2016-10-21,40.623000700000006,-73.9590455,1,0,0,0,EAST 17 STREET,AVENUE K                        ,17.166666666666668,3545193,BICYCLE,
17018,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,540       FORT WASHINGTON AVENUE        ,2016-10-22,40.853635100000005,-73.937345,1,0,0,0,,,22.166666666666668,3545195,SPORT UTILITY / STATION WAGON,BICYCLE
17019,BROOKLYN,Alcohol Involvement,Unspecified,,2016-10-19,40.647243200000005,-73.96047209999999,1,0,0,0,ALBEMARLE ROAD,OCEAN AVENUE                    ,18.166666666666668,3545244,PICK-UP TRUCK,BICYCLE
17020,,Other Vehicular,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2016-10-21,,,1,0,0,0,WEBSTER AVENUE,EAST 180 STREET                 ,19.166666666666668,3545247,SPORT UTILITY / STATION WAGON,BICYCLE
17021,,Unspecified,Unspecified,,2016-10-23,,,1,0,0,0,,MURDOCK AVENUE                  ,12.166666666666666,3545265,SPORT UTILITY / STATION WAGON,BICYCLE
17022,MANHATTAN,Traffic Control Disregarded,Unspecified,,2016-10-21,40.830891799999996,-73.9413666,1,0,0,0,WEST 155 STREET,SAINT NICHOLAS AVENUE           ,18.166666666666668,3545267,PASSENGER VEHICLE,BICYCLE
17023,,Driver Inattention/Distraction,Unspecified,,2016-10-20,,,1,0,0,0,,EAST 21 STREET                  ,22.166666666666668,3545270,BICYCLE,PASSENGER VEHICLE
17024,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,63        WEST 35 STREET                ,2016-10-20,40.7499858,-73.9861589,1,0,0,0,,,16.166666666666668,3545298,TAXI,BICYCLE
17025,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2016-10-19,40.6138389,-73.9814363,1,0,0,0,BAY PARKWAY,65 STREET                       ,12.166666666666666,3545357,PASSENGER VEHICLE,BICYCLE
17026,BROOKLYN,View Obstructed/Limited,Driver Inattention/Distraction,,2016-10-22,40.621042700000004,-73.9994921,1,0,0,0,BAY RIDGE AVENUE,15 AVENUE                       ,10.166666666666666,3545393,PASSENGER VEHICLE,BICYCLE
17027,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2016-10-22,40.6187891,-73.9942547,1,0,0,0,68 STREET,17 AVENUE                       ,17.166666666666668,3545396,PASSENGER VEHICLE,BICYCLE
17028,BROOKLYN,Unspecified,Unspecified,,2016-10-22,40.6834985,-73.935154,1,0,0,0,LEWIS AVENUE,HALSEY STREET                   ,1.1666666666666667,3545419,PASSENGER VEHICLE,BICYCLE
17029,QUEENS,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,72-69     KISSENA BOULEVARD             ,2016-10-23,40.7275286,-73.81326,1,0,0,0,,,18.166666666666668,3545436,SPORT UTILITY / STATION WAGON,BICYCLE
17030,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,2016-10-20,40.7344344,-73.98990390000002,1,0,0,0,UNION SQUARE EAST,EAST 14 STREET                  ,23.166666666666668,3545458,PASSENGER VEHICLE,BICYCLE
17031,MANHATTAN,Unspecified,Unspecified,,2014-06-20,40.727290100000005,-73.9936392,1,0,0,0,LAFAYETTE STREET                ,GREAT JONES STREET              ,20.833333333333332,354555,SPORT UTILITY / STATION WAGON,BICYCLE
17032,MANHATTAN,Other Vehicular,Unspecified,,2014-06-20,40.733292299999995,-73.98717990000002,1,0,0,0,EAST 14 STREET                  ,3 AVENUE                        ,21.75,354559,TAXI,BICYCLE
17033,BROOKLYN,Unspecified,Unspecified,1373      72 STREET                     ,2016-10-22,40.621147,-74.0041677,1,0,0,0,,,20.166666666666668,3545607,SPORT UTILITY / STATION WAGON,BICYCLE
17034,MANHATTAN,Unspecified,Unspecified,,2014-06-19,40.7360047,-73.9936167,1,0,0,0,5 AVENUE                        ,WEST 14 STREET                  ,19.05,354574,TAXI,BICYCLE
17035,,Unspecified,,,2016-10-20,,,1,0,0,0,,SHEEPSHEAD BAY ROAD             ,18.166666666666668,3545758,BICYCLE,
17036,,Traffic Control Disregarded,Unspecified,,2016-10-15,,,2,0,0,0,,BAYCHESTER AVENUE               ,15.166666666666666,3545828,PASSENGER VEHICLE,BICYCLE
17037,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,2016-10-22,40.793350200000006,-73.97273309999999,1,0,0,0,BROADWAY,WEST 94 STREET                  ,0.16666666666666666,3545888,PASSENGER VEHICLE,BICYCLE
17038,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,2016-10-21,40.682280600000006,-73.9852355,1,0,0,0,NEVINS STREET,BALTIC STREET                   ,14.166666666666666,3545899,PASSENGER VEHICLE,BICYCLE
17039,MANHATTAN,Cell Phone (hand-held),Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2016-10-22,,,2,0,0,0,WEST 113 STREET,SAINT NICHOLAS AVENUE           ,21.166666666666668,3545905,SPORT UTILITY / STATION WAGON,BICYCLE
17040,MANHATTAN,Driver Inexperience,,,2016-10-19,40.784975200000005,-73.982638,1,0,0,0,WEST 79 STREET,RIVERSIDE DRIVE                 ,17.166666666666668,3546034,BICYCLE,
17041,MANHATTAN,Lost Consciousness,Unspecified,,2014-06-18,40.7597902,-73.9879256,1,0,0,0,8 AVENUE                        ,WEST 46 STREET                  ,19.916666666666668,354604,TAXI,BICYCLE
17042,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2016-10-24,,,1,0,0,0,,KNICKERBOCKER AVENUE            ,6.166666666666667,3546083,SPORT UTILITY / STATION WAGON,BICYCLE
17043,MANHATTAN,Fatigued/Drowsy,Unspecified,,2014-06-13,40.756654299999994,-73.9785667,1,0,0,0,WEST 47 STREET                  ,5 AVENUE                        ,16.0,354611,SPORT UTILITY / STATION WAGON,BICYCLE
17044,MANHATTAN,Unsafe Lane Changing,Unspecified,,2016-10-23,40.7872217,-73.9562614,1,0,0,0,5 AVENUE,EAST 95 STREET                  ,14.166666666666666,3546113,SPORT UTILITY / STATION WAGON,BICYCLE
17045,MANHATTAN,Unspecified,Unspecified,,2016-10-22,40.7124628,-73.99240340000001,1,0,0,0,MADISON STREET,PIKE STREET                     ,21.166666666666668,3546288,SPORT UTILITY / STATION WAGON,BICYCLE
17046,,Unspecified,Unspecified,,2016-10-23,,,1,0,0,0,,GLENWOOD ROAD                   ,16.166666666666668,3546302,PASSENGER VEHICLE,BICYCLE
17047,MANHATTAN,Passing or Lane Usage Improper,Driver Inattention/Distraction,15        BOWERY                        ,2016-10-23,40.7143377,-73.9972874,1,0,0,0,,,20.166666666666668,3546328,SPORT UTILITY / STATION WAGON,BICYCLE
17048,BRONX,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,2016-10-23,40.8830204,-73.8532436,1,0,0,0,PAULDING AVENUE,EAST 222 STREET                 ,12.166666666666666,3546331,PASSENGER VEHICLE,BICYCLE
17049,BROOKLYN,Unspecified,,202       BROADWAY                      ,2016-10-21,40.709692700000005,-73.9616795,1,0,0,0,,,18.166666666666668,3546332,SPORT UTILITY / STATION WAGON,BICYCLE
17050,,Failure to Yield Right-of-Way,Unspecified,,2016-10-24,,,1,0,0,0,,JEROME AVENUE                   ,0.16666666666666666,3546358,PASSENGER VEHICLE,BICYCLE
17051,BROOKLYN,View Obstructed/Limited,,667       KENT AVENUE                   ,2016-10-23,40.701088399999996,-73.9632785,1,0,0,0,,,2.1666666666666665,3546397,BICYCLE,
17052,QUEENS,Failure to Yield Right-of-Way,Unspecified,,2016-10-24,40.68424,-73.838076,1,0,0,0,104 STREET,103 AVENUE                      ,16.166666666666668,3546450,PASSENGER VEHICLE,BICYCLE
17053,,Other Vehicular,Unspecified,,2016-10-24,,,1,0,0,0,,CENTRAL PARK WEST               ,18.166666666666668,3546455,PASSENGER VEHICLE,BICYCLE
17054,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2016-10-21,,,1,0,0,0,,MYRTLE AVENUE                   ,16.166666666666668,3546895,BICYCLE,
17055,,Oversized Vehicle,Following Too Closely,,2016-10-19,,,1,0,0,0,,BROADWAY                        ,15.166666666666666,3546474,BICYCLE,
17056,MANHATTAN,Unspecified,Unspecified,,2014-06-19,40.7820225,-73.97172309999999,1,0,0,0,WEST 81 STREET                  ,CENTRAL PARK WEST               ,9.733333333333333,354648,TAXI,BICYCLE
17057,,Unspecified,Unspecified,74 & E DR                               ,2014-06-20,,,1,0,0,0,,,18.716666666666665,354650,PASSENGER VEHICLE,BICYCLE
17058,STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,,2016-10-21,40.510518100000006,-74.24827690000001,1,0,0,0,MAIN STREET,CRAIG AVENUE                    ,17.166666666666668,3546542,PASSENGER VEHICLE,BICYCLE
17059,MANHATTAN,Passenger Distraction,Failure to Yield Right-of-Way,,2014-06-19,40.8013526,-73.96787540000001,1,0,0,0,BROADWAY                        ,WEST 106 STREET                 ,23.333333333333332,354655,PASSENGER VEHICLE,BICYCLE
17060,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,743       FULTON STREET                 ,2016-10-24,,,2,0,0,0,,,16.166666666666668,3546647,BICYCLE,PASSENGER VEHICLE
17061,MANHATTAN,Traffic Control Disregarded,Unspecified,4318      BROADWAY                      ,2016-10-16,40.8519622,-73.93481259999999,1,0,0,0,,,19.166666666666668,3546742,SPORT UTILITY / STATION WAGON,BICYCLE
17062,QUEENS,Driver Inattention/Distraction,Unspecified,,2016-10-24,40.7670131,-73.9349355,1,0,0,0,12 STREET,BROADWAY                        ,13.166666666666666,3546758,BICYCLE,SPORT UTILITY / STATION WAGON
17063,MANHATTAN,Driver Inattention/Distraction,Unspecified,16        EAST 52 STREET                ,2016-10-24,40.7594039,-73.9753929,1,0,0,0,,,18.166666666666668,3546763,TAXI,BICYCLE
17064,,Following Too Closely,Aggressive Driving/Road Rage,,2016-10-24,,,1,0,0,0,,AVENUE OF THE AMERICAS          ,18.166666666666668,3546766,SPORT UTILITY / STATION WAGON,BICYCLE
17065,,Driver Inexperience,,101       EAST DRIVE                    ,2016-10-24,,,1,0,0,0,,,13.166666666666666,3546802,BICYCLE,
17066,,Driver Inattention/Distraction,Unspecified,,2016-10-23,,,1,0,0,0,SEIGEL STREET,BUSHWICK AVENUE                 ,20.166666666666668,3546820,PASSENGER VEHICLE,BICYCLE
17067,BROOKLYN,Following Too Closely,Unspecified,876       METROPOLITAN AVENUE           ,2016-10-22,40.7146321,-73.93978790000001,1,0,0,0,,,13.166666666666666,3546822,SPORT UTILITY / STATION WAGON,BICYCLE
17068,,Other Vehicular,Unspecified,,2016-10-25,,,1,0,0,0,,1 AVENUE                        ,12.166666666666666,3546870,TAXI,BICYCLE
17069,MANHATTAN,Traffic Control Disregarded,Unspecified,,2016-10-24,40.743450700000004,-73.988192,1,0,0,0,WEST 26 STREET,5 AVENUE                        ,16.166666666666668,3546992,PASSENGER VEHICLE,BICYCLE
17070,BRONX,Driver Inattention/Distraction,Driver Inattention/Distraction,,2016-10-24,40.8071867,-73.9242798,1,0,0,0,WILLIS AVENUE,EAST 135 STREET                 ,0.16666666666666666,3547011,TAXI,BICYCLE
17071,,Unspecified,,,2016-10-15,,,1,0,1,0,,EAST 80 STREET                  ,1.1666666666666667,3547048,BICYCLE,
17072,QUEENS,Driver Inattention/Distraction,Unspecified,61-26     MAURICE AVENUE                ,2016-10-25,40.7308263,-73.90363070000001,1,0,0,0,,,16.166666666666668,3547116,BICYCLE,
17073,MANHATTAN,Unspecified,Unspecified,,2016-10-25,40.7527424,-73.975103,1,0,0,0,LEXINGTON AVENUE,EAST 44 STREET                  ,20.166666666666668,3547125,PASSENGER VEHICLE,BICYCLE
17074,,Failure to Yield Right-of-Way,Unspecified,,2016-10-25,,,1,0,0,0,,WEBSTER AVENUE                  ,0.16666666666666666,3547138,PASSENGER VEHICLE,BICYCLE
17075,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2016-10-25,,,1,0,0,0,23 AVENUE,213 PLACE                       ,16.166666666666668,3547153,PASSENGER VEHICLE,BICYCLE
17076,QUEENS,Oversized Vehicle,Unspecified,31-05     COLLEGE POINT BOULEVARD       ,2016-10-25,,,3,0,0,0,,,17.166666666666668,3547172,PICK-UP TRUCK,BICYCLE
17077,BROOKLYN,Unspecified,Unspecified,,2016-10-25,40.676030499999996,-74.0166522,1,0,0,0,CONOVER STREET,BEARD STREET                    ,15.166666666666666,3547189,PASSENGER VEHICLE,BICYCLE
17078,BROOKLYN,Driver Inattention/Distraction,,,2016-10-23,40.6816391,-73.993914,1,0,0,0,SMITH STREET,UNION STREET                    ,8.166666666666666,3547190,BICYCLE,
17079,BROOKLYN,Traffic Control Disregarded,Unspecified,,2016-10-25,40.6471826,-73.90747040000001,1,0,0,0,EAST 95 STREET,FOSTER AVENUE                   ,22.166666666666668,3547204,SPORT UTILITY / STATION WAGON,BICYCLE
17080,,Unspecified,Unspecified,,2016-10-25,,,1,0,0,0,PACIFIC STREET,COURT STREET                    ,20.166666666666668,3547209,PASSENGER VEHICLE,BICYCLE
17081,,Traffic Control Disregarded,Unspecified,,2016-10-25,,,1,0,0,0,,EAST 14 STREET                  ,15.166666666666666,3547220,BICYCLE,TAXI
17082,BRONX,Unspecified,Unspecified,,2014-06-15,40.8943153,-73.860261,1,0,0,0,CARPENTER AVENUE                ,EAST 233 STREET                 ,14.0,354725,PASSENGER VEHICLE,BICYCLE
17083,MANHATTAN,Driver Inattention/Distraction,Other Vehicular,,2016-10-25,40.7482467,-73.9762885,1,0,0,0,EAST 38 STREET,3 AVENUE                        ,10.166666666666666,3547280,TAXI,BICYCLE
17084,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,95-55     ROOSEVELT AVENUE              ,2016-10-25,40.7491361,-73.86971820000001,1,0,0,0,,,15.166666666666666,3547282,PASSENGER VEHICLE,BICYCLE
17085,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2016-10-25,40.683018100000005,-73.9588392,1,0,0,0,PUTNAM AVENUE,CLASSON AVENUE                  ,8.166666666666666,3547284,PASSENGER VEHICLE,BICYCLE
