,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,cross_street_name,date,latitude,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2
0,BROOKLYN,View Obstructed/Limited,Unspecified,733       FULTON STREET                 ,2017-03-20,40.686623,-73.97518000000001,1,0,0,0,,,11.5,3635627,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2017-03-20,40.71436,-74.00839,1,0,0,0,WARREN STREET,CHURCH STREET                   ,13.0,3635630,SPORT UTILITY / STATION WAGON,BICYCLE
2,BRONX,Unsafe Lane Changing,,,2017-03-20,40.81162,-73.93117,1,0,0,0,EAST 135 STREET,PARK AVENUE                     ,8.75,3635736,BICYCLE,
3,,Failure to Yield Right-of-Way,Unspecified,,2017-03-20,,,1,0,0,0,,101 AVENUE                      ,7.083333333333333,3635863,BICYCLE,SPORT UTILITY / STATION WAGON
4,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-03-20,40.71076,-73.95314,1,0,0,0,SOUTH 1 STREET,BORINQUEN PLACE                 ,17.0,3635931,SPORT UTILITY / STATION WAGON,BICYCLE
5,MANHATTAN,Traffic Control Disregarded,Unspecified,,2017-03-20,40.767340000000004,-73.96868,1,0,0,0,MADISON AVENUE,EAST 65 STREET                  ,18.333333333333332,3636096,BICYCLE,PASSENGER VEHICLE
6,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-03-20,40.68857,-73.8757,1,0,0,0,,JAMAICA AVENUE                  ,18.5,3636128,BICYCLE,SPORT UTILITY / STATION WAGON
7,MANHATTAN,Driver Inattention/Distraction,Following Too Closely,409       EAST 14 STREET                ,2017-03-20,40.73118,-73.9821,1,0,0,0,,,22.333333333333332,3636151,SPORT UTILITY / STATION WAGON,BICYCLE
8,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2017-03-12,40.75425,-73.96899,1,0,0,0,EAST 49 STREET,2 AVENUE                        ,12.6,3636869,BICYCLE,
9,BROOKLYN,Unspecified,Unspecified,52        7 AVENUE                      ,2017-03-03,40.67613,-73.97434,2,0,0,0,,,11.583333333333334,3626472,PASSENGER VEHICLE,BICYCLE
10,,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-03-21,40.77077,-73.91727,1,0,0,0,31 STREET,ASTORIA BOULEVARD               ,5.866666666666667,3636039,BICYCLE,SPORT UTILITY / STATION WAGON
11,QUEENS,Driver Inattention/Distraction,Unspecified,,2017-03-21,40.755703000000004,-73.86624,1,0,0,0,34 AVENUE,102 STREET                      ,10.166666666666666,3636274,BICYCLE,
12,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-03-21,40.674114,-73.88975,1,0,0,0,,GLENMORE AVENUE                 ,13.0,3636406,SPORT UTILITY / STATION WAGON,BICYCLE
13,QUEENS,Passing or Lane Usage Improper,Unspecified,,2017-03-21,40.703873,-73.91256,1,0,0,0,CYPRESS AVENUE,BLEECKER STREET                 ,14.666666666666666,3636562,BICYCLE,SPORT UTILITY / STATION WAGON
14,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,2017-03-21,40.70149,-73.95193,1,0,0,0,LORIMER STREET,MARCY AVENUE                    ,10.666666666666666,3636728,PASSENGER VEHICLE,BICYCLE
15,MANHATTAN,Passenger Distraction,Following Too Closely,,2017-03-21,40.7453,-73.986855,1,0,0,0,5 AVENUE,WEST 29 STREET                  ,9.466666666666667,3636739,TAXI,BICYCLE
16,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,192       LEXINGTON AVENUE              ,2017-03-21,40.74492,-73.98082,1,0,0,0,,,20.0,3636740,BICYCLE,PASSENGER VEHICLE
17,BRONX,Turning Improperly,Unspecified,,2017-03-21,40.809776,-73.92241,1,0,0,0,WILLIS AVENUE,EAST 139 STREET                 ,7.916666666666667,3636767,PASSENGER VEHICLE,BICYCLE
18,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2017-03-21,40.59355,-73.98465,1,0,0,0,AVENUE V,STILLWELL AVENUE                ,12.5,3636850,BICYCLE,
19,BROOKLYN,Unspecified,,,2017-03-21,40.630478000000004,-73.9861,1,0,0,0,16 AVENUE,50 STREET                       ,0.5,3636987,BICYCLE,
20,BROOKLYN,Unspecified,Unspecified,,2017-03-21,40.65415,-73.949936,1,0,0,0,LENOX ROAD,NOSTRAND AVENUE                 ,17.25,3637433,PASSENGER VEHICLE,BICYCLE
21,BROOKLYN,Pavement Slippery,Failure to Yield Right-of-Way,,2017-03-21,40.650467,-73.92443,1,0,0,0,EAST 56 STREET,SNYDER AVENUE                   ,21.266666666666666,3637435,BICYCLE,PASSENGER VEHICLE
22,BROOKLYN,Passing or Lane Usage Improper,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-03-21,40.630512,-73.957306,1,0,0,0,OCEAN AVENUE,AVENUE H                        ,11.816666666666666,3637458,PASSENGER VEHICLE,BICYCLE
23,BROOKLYN,Following Too Closely,Unspecified,,2017-03-19,40.633995,-73.94778000000001,1,0,0,0,GLENWOOD ROAD,NOSTRAND AVENUE                 ,8.083333333333334,3637486,PASSENGER VEHICLE,BICYCLE
24,MANHATTAN,Following Too Closely,Unspecified,,2017-03-20,40.73072,-73.98906,1,0,0,0,EAST 10 STREET,3 AVENUE                        ,16.833333333333332,3637497,BICYCLE,
25,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,268       9 STREET                      ,2017-03-22,40.669990000000006,-73.98801999999999,1,0,0,0,,,14.666666666666666,3637234,BICYCLE,PASSENGER VEHICLE
26,BROOKLYN,Alcohol Involvement,Unspecified,,2017-03-22,40.681835,-73.97584,1,0,0,0,FLATBUSH AVENUE,DEAN STREET                     ,20.5,3637240,BICYCLE,PASSENGER VEHICLE
27,MANHATTAN,Driver Inattention/Distraction,Unsafe Lane Changing,,2017-03-23,40.714478,-74.01354,1,0,0,0,BARCLAY STREET,WEST STREET                     ,10.0,3637475,BICYCLE,SPORT UTILITY / STATION WAGON
28,,Unsafe Lane Changing,Unspecified,,2017-03-22,40.737359999999995,-73.99685,1,0,0,0,,WEST 14 STREET                  ,15.5,3637609,PASSENGER VEHICLE,BICYCLE
29,,Aggressive Driving/Road Rage,Unspecified,,2017-03-23,40.62332,-73.99713,1,0,0,0,,65 STREET                       ,14.25,3637742,BICYCLE,PASSENGER VEHICLE
30,,Unspecified,Unspecified,,2017-03-23,40.714462,-73.98535,1,0,0,0,,EAST BROADWAY                   ,9.583333333333334,3637895,BICYCLE,SPORT UTILITY / STATION WAGON
31,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,2017-03-22,40.712790000000005,-73.9693,1,0,0,0,,,22.0,3637905,BICYCLE,
32,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-03-23,40.69897,-73.95702,1,0,0,0,BEDFORD AVENUE,FLUSHING AVENUE                 ,16.466666666666665,3637907,BICYCLE,PICK-UP TRUCK
33,,Unspecified,Unspecified,,2017-03-23,40.815327,-73.93576,1,0,0,0,,WEST 139 STREET                 ,13.0,3638064,PASSENGER VEHICLE,BICYCLE
34,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-03-21,40.65415,-73.949936,1,0,0,0,LENOX ROAD,NOSTRAND AVENUE                 ,17.25,3638100,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
35,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2017-03-23,40.795456,-73.96564000000001,1,0,0,0,WEST 100 STREET,COLUMBUS AVENUE                 ,11.25,3638105,PASSENGER VEHICLE,BICYCLE
36,,Unspecified,,,2017-02-19,40.712616,-73.96951,1,0,1,0,,,23.2,3618839,BICYCLE,
37,,Failure to Yield Right-of-Way,Unspecified,,2017-03-23,40.778778,-73.90018,1,0,0,0,,38 STREET                       ,15.333333333333334,3638293,BICYCLE,PASSENGER VEHICLE
38,QUEENS,Glare,Unspecified,,2017-03-23,40.757492,-73.93911,1,0,0,0,21 STREET,38 AVENUE                       ,18.5,3638308,PICK-UP TRUCK,BICYCLE
39,,Traffic Control Disregarded,Failure to Yield Right-of-Way,,2017-03-24,40.753322999999995,-73.90669,1,0,0,0,,NORTHERN BOULEVARD              ,6.75,3638316,BICYCLE,SPORT UTILITY / STATION WAGON
40,BRONX,Unspecified,Unspecified,,2017-03-23,40.810726,-73.92465,1,0,0,0,EAST 139 STREET,ALEXANDER AVENUE                ,0.0,3638333,BICYCLE,
41,MANHATTAN,Unspecified,Unspecified,15        EAST 128 STREET               ,2017-03-24,40.808033,-73.940125,1,0,0,0,,,8.0,3638485,BICYCLE,SPORT UTILITY / STATION WAGON
42,BRONX,Unspecified,,,2017-03-24,40.88078,-73.88346999999999,1,0,0,0,EAST 208 STREET,JEROME AVENUE                   ,16.833333333333332,3638752,BICYCLE,
43,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,2017-03-24,40.747234000000006,-73.99337,1,0,0,0,7 AVENUE,WEST 28 STREET                  ,9.0,3638923,BICYCLE,TAXI
44,,Unspecified,Unspecified,,2016-06-11,40.83527,-73.832245,0,1,0,0,,EAST TREMONT AVENUE             ,0.7,3638938,BICYCLE,SPORT UTILITY / STATION WAGON
45,QUEENS,Traffic Control Disregarded,Unspecified,,2017-03-24,40.713287,-73.87163000000001,1,0,0,0,80 STREET,METROPOLITAN AVENUE             ,19.25,3638969,BICYCLE,SPORT UTILITY / STATION WAGON
46,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-03-21,40.64844,-73.88242,1,0,0,0,PENNSYLVANIA AVENUE,TWIN PINES DRIVE                ,16.333333333333332,3639085,PASSENGER VEHICLE,BICYCLE
47,BROOKLYN,Turning Improperly,Unspecified,2615      EAST 17 STREET                ,2017-03-24,40.58778,-73.95238,1,0,0,0,,,11.0,3639488,BICYCLE,PASSENGER VEHICLE
48,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-03-23,40.595707,-73.94296999999999,1,0,0,0,EAST 28 STREET,AVENUE W                        ,17.283333333333335,3639512,BICYCLE,SPORT UTILITY / STATION WAGON
49,,Driver Inattention/Distraction,,,2017-03-24,40.780437,-73.94989,1,0,0,0,,2 AVENUE                        ,22.5,3639744,BICYCLE,BICYCLE
50,,Driver Inattention/Distraction,Unspecified,,2017-03-25,,,1,0,0,0,GRAND CENTRAL PARKWAY,MAIN STREET                     ,3.8333333333333335,3638783,SPORT UTILITY / STATION WAGON,BICYCLE
51,,Unspecified,,101       WEST DRIVE                    ,2017-03-25,,,1,0,0,0,,,0.16666666666666666,3638970,BICYCLE,
52,,Driver Inattention/Distraction,Unspecified,,2017-03-25,,,1,0,0,0,,EAST BEDFORD PARK BOULEVARD     ,21.0,3639055,PASSENGER VEHICLE,BICYCLE
53,QUEENS,Passing or Lane Usage Improper,Unspecified,34-33     32 STREET                     ,2017-03-25,40.758697999999995,-73.92693,1,0,0,0,,,16.166666666666668,3639593,SPORT UTILITY / STATION WAGON,BICYCLE
54,,Failure to Yield Right-of-Way,Unspecified,,2017-03-25,40.757805,-73.93623000000001,1,0,0,0,,23 STREET                       ,23.0,3639605,PASSENGER VEHICLE,BICYCLE
55,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,2017-03-25,40.768485999999996,-73.955505,1,0,0,0,EAST 73 STREET,1 AVENUE                        ,0.6666666666666666,3639756,BICYCLE,SPORT UTILITY / STATION WAGON
56,BRONX,Passing or Lane Usage Improper,Passenger Distraction,,2017-03-24,40.84541,-73.891136,1,0,0,0,EAST TREMONT AVENUE,CROTONA AVENUE                  ,12.0,3639782,BICYCLE,PASSENGER VEHICLE
57,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,2017-03-24,40.760822,-73.99831999999999,1,0,0,0,11 AVENUE,WEST 42 STREET                  ,18.633333333333333,3639802,TAXI,BICYCLE
58,BRONX,Brakes Defective,Unspecified,,2017-03-25,40.824696,-73.83919,1,0,0,0,LAFAYETTE AVENUE,BRUSH AVENUE                    ,9.933333333333334,3639830,BICYCLE,PASSENGER VEHICLE
59,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-03-24,40.617523,-73.94221999999999,1,0,0,0,NEW YORK AVENUE,AVENUE N                        ,11.166666666666666,3640143,PASSENGER VEHICLE,BICYCLE
60,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,630       1 AVENUE                      ,2017-03-22,40.74521,-73.972466,1,0,0,0,,,13.25,3640348,SPORT UTILITY / STATION WAGON,BICYCLE
61,,Unspecified,Unspecified,,2017-03-26,40.743774,-73.886215,1,0,0,0,79 STREET,WOODSIDE AVENUE                 ,18.5,3639368,PASSENGER VEHICLE,BICYCLE
62,QUEENS,Pavement Defective,,,2017-03-26,40.753284,-73.90691,1,0,0,0,BROADWAY,NORTHERN BOULEVARD              ,15.75,3639613,BICYCLE,
63,,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-03-26,40.76023,-73.961525,1,0,0,0,,EAST 60 STREET                  ,20.333333333333332,3639759,BICYCLE,SPORT UTILITY / STATION WAGON
64,,Unspecified,Unspecified,,2017-03-26,,,1,0,0,0,,EAST DRIVE                      ,14.65,3639822,PASSENGER VEHICLE,BICYCLE
65,,Traffic Control Disregarded,Traffic Control Disregarded,,2017-03-22,40.825294,-73.95373000000001,1,0,0,0,RIVERSIDE DRIVE,WEST 142 STREET                 ,9.166666666666666,3640470,BICYCLE,PASSENGER VEHICLE
66,BRONX,Driver Inattention/Distraction,,,2017-03-25,40.84708,-73.8867,1,0,0,0,EAST 180 STREET,PROSPECT AVENUE                 ,14.833333333333334,3641027,BICYCLE,
67,BROOKLYN,Traffic Control Disregarded,Unspecified,,2017-03-23,40.672638,-73.97076,1,0,0,0,PLAZA STREET WEST,UNION STREET                    ,20.333333333333332,3637915,PASSENGER VEHICLE,BICYCLE
68,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2017-03-27,40.63865,-73.95685,1,0,0,0,EAST 22 STREET,NEWKIRK AVENUE                  ,9.0,3640044,PICK-UP TRUCK,BICYCLE
69,,Driver Inattention/Distraction,Unsafe Speed,,2017-03-27,40.763546000000005,-73.96934499999999,1,0,0,0,,PARK AVENUE                     ,11.583333333333334,3640173,BICYCLE,SPORT UTILITY / STATION WAGON
70,,Passing or Lane Usage Improper,Driver Inattention/Distraction,2 AVENUE                                ,2017-03-27,40.751746999999995,-73.97081,1,0,0,0,,,0.0,3640214,BICYCLE,PASSENGER VEHICLE
71,QUEENS,Failure to Yield Right-of-Way,Unspecified,41-96     FORLEY STREET                 ,2017-03-27,40.745567,-73.8761,1,0,0,0,,,9.166666666666666,3640275,BICYCLE,PASSENGER VEHICLE
72,,Turning Improperly,Driver Inattention/Distraction,,2017-03-27,40.63758,-74.14701,1,0,0,0,GRANITE AVENUE,RICHMOND TERRACE                ,7.083333333333333,3640743,BICYCLE,PICK-UP TRUCK
73,BROOKLYN,Unspecified,Unspecified,,2017-03-27,40.62334,-73.95595,1,0,0,0,AVENUE K,OCEAN AVENUE                    ,13.25,3641181,PASSENGER VEHICLE,BICYCLE
74,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-03-27,40.70665,-73.95042,1,0,0,0,MONTROSE AVENUE,UNION AVENUE                    ,20.916666666666668,3641674,PASSENGER VEHICLE,BICYCLE
75,MANHATTAN,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,2017-03-28,,,1,0,0,0,WEST 81 STREET,CENTRAL PARK WEST               ,11.416666666666666,3640613,TAXI,BICYCLE
76,BRONX,Driver Inattention/Distraction,Unspecified,,2017-03-28,40.857418,-73.899956,2,0,0,0,EAST 183 STREET,GRAND CONCOURSE                 ,12.333333333333334,3640623,BICYCLE,SPORT UTILITY / STATION WAGON
77,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2017-03-28,40.58667,-73.96615600000001,1,0,0,0,AVENUE Z,OCEAN PARKWAY                   ,20.583333333333332,3641022,BICYCLE,SPORT UTILITY / STATION WAGON
78,,Passing or Lane Usage Improper,Unspecified,,2017-03-28,40.829597,-73.94814000000001,1,0,0,0,,BROADWAY                        ,14.083333333333334,3641211,BICYCLE,SPORT UTILITY / STATION WAGON
79,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-03-28,40.616043,-73.94484,1,0,0,0,,KINGS HIGHWAY                   ,19.916666666666668,3641545,BICYCLE,PASSENGER VEHICLE
80,,Following Too Closely,Unspecified,,2016-10-13,40.817820000000005,-73.915276,2,0,0,0,3 AVENUE,EAST 152 STREET                 ,16.5,3541509,TAXI,BICYCLE
81,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-03-29,40.714455,-73.935295,1,0,0,0,METROPOLITAN AVENUE,MORGAN AVENUE                   ,18.416666666666668,3641379,BICYCLE,
82,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,2017-03-29,40.62392,-73.9216,1,0,0,0,EAST 56 STREET,AVENUE L                        ,12.75,3641641,SPORT UTILITY / STATION WAGON,BICYCLE
83,,Driver Inattention/Distraction,Unspecified,,2017-03-29,40.767803,-73.95600999999999,1,0,0,0,,EAST 72 STREET                  ,20.333333333333332,3641709,TAXI,BICYCLE
84,,Passenger Distraction,Unspecified,,2017-03-29,40.72507,-73.98122,1,0,0,0,,AVENUE B                        ,22.5,3641729,BICYCLE,TAXI
85,MANHATTAN,Driver Inattention/Distraction,Unspecified,,2017-03-29,40.725876,-73.97754,1,0,0,0,AVENUE C,EAST 10 STREET                  ,18.0,3641733,SPORT UTILITY / STATION WAGON,BICYCLE
86,,Driver Inattention/Distraction,Unspecified,,2017-03-30,40.69603,-73.943535,1,0,0,0,,MYRTLE AVENUE                   ,8.166666666666666,3641788,PASSENGER VEHICLE,BICYCLE
87,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-03-29,40.71843,-74.000534,1,0,0,0,LAFAYETTE STREET,CANAL STREET                    ,19.9,3641860,BICYCLE,PASSENGER VEHICLE
88,MANHATTAN,Driver Inattention/Distraction,Unspecified,723       7 AVENUE                      ,2017-03-30,40.75997,-73.98408,1,0,0,0,,,16.116666666666667,3642254,BICYCLE,PASSENGER VEHICLE
89,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-03-30,40.766715999999995,-73.96914,1,0,0,0,EAST 64 STREET,MADISON AVENUE                  ,19.5,3642265,BICYCLE,SPORT UTILITY / STATION WAGON
90,,Driver Inattention/Distraction,Unspecified,,2017-03-30,40.599255,-73.9894,1,0,0,0,,86 STREET                       ,15.9,3642538,BICYCLE,PASSENGER VEHICLE
91,BROOKLYN,Unspecified,Unspecified,,2017-03-23,40.643303,-73.9478,1,0,0,0,EAST 31 STREET,CLARENDON ROAD                  ,19.466666666666665,3642586,SPORT UTILITY / STATION WAGON,BICYCLE
92,BROOKLYN,View Obstructed/Limited,View Obstructed/Limited,,2017-03-28,40.650517,-73.92359,1,0,0,0,SNYDER AVENUE,KINGS HIGHWAY                   ,19.183333333333334,3642608,BICYCLE,PASSENGER VEHICLE
93,MANHATTAN,Passing or Lane Usage Improper,Unspecified,227       AVENUE OF THE AMERICAS        ,2017-03-30,40.727913,-74.00315,1,0,0,0,,,16.866666666666667,3642627,BICYCLE,SPORT UTILITY / STATION WAGON
94,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,2017-03-31,40.70983,-74.01468,1,0,0,0,,ALBANY STREET                   ,6.0,3642642,SPORT UTILITY / STATION WAGON,BICYCLE
95,,Unspecified,Unspecified,,2017-03-31,40.686756,-73.9938,1,0,0,0,WARREN STREET,COURT STREET                    ,21.166666666666668,3642913,BICYCLE,SPORT UTILITY / STATION WAGON
96,MANHATTAN,Pavement Slippery,Pavement Slippery,,2017-03-31,40.726463,-73.9771,1,0,0,0,EAST 11 STREET,AVENUE C                        ,0.9666666666666667,3643127,PASSENGER VEHICLE,BICYCLE
97,MANHATTAN,Driver Inattention/Distraction,Unspecified,550       7 AVENUE                      ,2017-03-29,40.754467,-73.98810999999999,1,0,0,0,,,22.433333333333334,3643504,SPORT UTILITY / STATION WAGON,BICYCLE
98,MANHATTAN,Illness,Unspecified,,2017-03-28,,,1,0,0,0,12 AVENUE,WEST 41 STREET                  ,14.75,3644048,PASSENGER VEHICLE,BICYCLE
99,,Unspecified,Unspecified,,2017-04-01,40.645664000000004,-74.00974000000001,1,0,0,0,,5 AVENUE                        ,2.05,3643007,BICYCLE,PASSENGER VEHICLE
100,MANHATTAN,Driver Inattention/Distraction,Passing or Lane Usage Improper,,2017-04-01,40.80417,-73.966705,1,0,0,0,BROADWAY,WEST 110 STREET                 ,13.75,3643230,PASSENGER VEHICLE,BICYCLE
101,MANHATTAN,Reaction to Other Uninvolved Vehicle,Unspecified,383       3 AVENUE                      ,2017-04-01,40.74163,-73.9811,1,0,0,0,,,22.166666666666668,3643578,BICYCLE,PASSENGER VEHICLE
102,,Driver Inattention/Distraction,Unspecified,,2017-04-01,40.770073,-73.95141,1,0,0,0,,YORK AVENUE                     ,22.916666666666668,3643938,BICYCLE,PASSENGER VEHICLE
103,BROOKLYN,Unspecified,Unspecified,,2017-03-30,40.611702,-73.97046,1,0,0,0,AVENUE O,EAST 4 STREET                   ,16.5,3644170,BICYCLE,PASSENGER VEHICLE
104,,Driver Inattention/Distraction,Unspecified,,2017-03-30,40.789635,-73.94609,1,0,0,0,,3 AVENUE                        ,20.0,3644171,BICYCLE,SPORT UTILITY / STATION WAGON
105,,Traffic Control Disregarded,Pavement Slippery,,2017-03-31,40.784237,-73.947075,1,0,0,0,,EAST 96 STREET                  ,4.833333333333333,3644175,BICYCLE,SPORT UTILITY / STATION WAGON
106,,Driver Inattention/Distraction,Unspecified,,2017-03-25,40.767864,-73.73818,1,0,0,0,,249 STREET                      ,11.85,3644434,SPORT UTILITY / STATION WAGON,BICYCLE
107,MANHATTAN,Passing or Lane Usage Improper,Passing or Lane Usage Improper,120       EAST 119 STREET               ,2017-04-02,40.800922,-73.9411,1,0,0,0,,,14.916666666666666,3643423,BICYCLE,MOTORCYCLE
108,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-04-02,40.718666,-73.9635,1,0,0,0,NORTH 4 STREET,KENT AVENUE                     ,15.75,3643642,BICYCLE,PASSENGER VEHICLE
109,BROOKLYN,Driver Inattention/Distraction,Unsafe Speed,205       GREENPOINT AVENUE             ,2017-04-02,40.730503000000006,-73.95111,1,0,0,0,,,18.0,3643647,SPORT UTILITY / STATION WAGON,BICYCLE
110,MANHATTAN,Passenger Distraction,Driver Inattention/Distraction,27        Union Sq W                    ,2017-04-02,,,1,0,0,0,,,1.4166666666666667,3643682,TAXI,BICYCLE
111,BRONX,Unspecified,Unspecified,3890      SEDGWICK AVENUE               ,2017-04-02,40.88301,-73.89413499999999,1,0,0,0,,,18.166666666666668,3643689,BICYCLE,
112,,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-04-02,40.662533,-73.94792,1,0,0,0,,LEFFERTS AVENUE                 ,13.666666666666666,3643809,PASSENGER VEHICLE,BICYCLE
113,,Unspecified,Unspecified,,2017-04-02,,,1,0,0,0,West 79 Street,Riverside Park                  ,12.6,3643925,BICYCLE,BICYCLE
114,QUEENS,Following Too Closely,Unspecified,,2017-04-02,40.743973,-73.8851,1,0,0,0,BAXTER AVENUE,BROADWAY                        ,15.75,3644018,SPORT UTILITY / STATION WAGON,BICYCLE
115,BRONX,Driver Inattention/Distraction,Unspecified,1284      UNION AVENUE                  ,2017-04-02,40.83077,-73.898674,1,0,0,0,,,17.666666666666668,3644067,BICYCLE,SPORT UTILITY / STATION WAGON
116,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2017-04-02,40.731297,-73.95783,1,0,0,0,JAVA STREET,FRANKLIN STREET                 ,23.666666666666668,3644073,SPORT UTILITY / STATION WAGON,BICYCLE
117,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2017-04-02,40.643456,-73.972725,1,0,0,0,BEVERLEY ROAD,EAST 7 STREET                   ,21.633333333333333,3644748,BICYCLE,
118,BRONX,Driver Inattention/Distraction,Driver Inattention/Distraction,,2017-04-02,40.833915999999995,-73.92702,1,0,0,0,WOODYCREST AVENUE,WEST 165 STREET                 ,13.666666666666666,3645031,BICYCLE,PASSENGER VEHICLE
119,QUEENS,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,75-03     101 AVENUE                    ,2017-04-01,40.67967,-73.8622,1,0,0,0,,,12.05,3645075,SPORT UTILITY / STATION WAGON,BICYCLE
120,,Driver Inattention/Distraction,Unspecified,,2017-04-03,,,1,0,0,0,HORACE HARDING EXPRESSWAY,JUNCTION BOULEVARD              ,20.25,3644490,SPORT UTILITY / STATION WAGON,BICYCLE
121,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,2017-04-03,40.79931,-73.94324499999999,1,0,0,0,,PARK AVENUE                     ,20.25,3644511,BICYCLE,PASSENGER VEHICLE
122,,Driver Inexperience,Unspecified,,2017-04-03,40.70136,-73.98286,1,0,0,0,,YORK STREET                     ,14.5,3644544,PICK-UP TRUCK,BICYCLE
123,MANHATTAN,Unspecified,Unspecified,,2017-04-03,40.773334999999996,-73.95506,1,0,0,0,2 AVENUE,EAST 79 STREET                  ,7.833333333333333,3644565,BICYCLE,PICK-UP TRUCK
124,,Failure to Yield Right-of-Way,Unspecified,,2017-04-03,40.74864,-73.868095,1,0,0,0,,97 STREET                       ,20.583333333333332,3644793,SPORT UTILITY / STATION WAGON,BICYCLE
125,,Driver Inattention/Distraction,Unspecified,,2017-04-03,40.743332,-73.85495999999999,1,0,0,0,,108 STREET                      ,20.0,3644794,BICYCLE,SPORT UTILITY / STATION WAGON
126,BRONX,Other Vehicular,Unspecified,,2017-04-03,,,1,0,0,0,EAST 138 STREET,EXTERIOR STREET                 ,5.833333333333333,3644863,BICYCLE,PASSENGER VEHICLE
127,MANHATTAN,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,89        EAST 42 STREET                ,2017-04-03,40.75217,-73.97778000000001,1,0,0,0,,,18.416666666666668,3644954,BICYCLE,SPORT UTILITY / STATION WAGON
128,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,125       WEST 31 STREET                ,2017-04-03,40.748287,-73.99008,1,0,0,0,,,18.016666666666666,3644956,BICYCLE,PASSENGER VEHICLE
129,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,136       WEST 42 STREET                ,2017-04-03,40.755333,-73.98531,1,0,0,0,,,6.75,3644959,BICYCLE,TAXI
130,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,2017-03-28,40.650703,-74.00449,1,0,0,0,5 AVENUE,40 STREET                       ,22.5,3645797,BICYCLE,PASSENGER VEHICLE
131,MANHATTAN,Unspecified,,,2017-04-03,40.717926,-73.98568,1,0,0,0,CLINTON STREET,DELANCEY STREET                 ,18.666666666666668,3645812,BICYCLE,
132,BROOKLYN,Unspecified,,,2017-04-02,,,1,0,0,0,president street,Washington avenue               ,15.166666666666666,3645842,BICYCLE,
133,BROOKLYN,Driver Inattention/Distraction,Unspecified,,2017-04-04,40.677162,-73.97245,1,0,0,0,CARLTON AVENUE,FLATBUSH AVENUE                 ,20.0,3645308,BICYCLE,TAXI
